,Date,Close
0,"Jan 18, 2019",216.69
1,"Jan 17, 2019",215.33
2,"Jan 16, 2019",212.72
3,"Jan 15, 2019",215.48
4,"Jan 14, 2019",213.68
5,"Jan 11, 2019",213.17
6,"Jan 10, 2019",214.44
7,"Jan 09, 2019",211.99
8,"Jan 08, 2019",213.40
9,"Jan 07, 2019",211.37
10,"Jan 04, 2019",214.91
11,"Jan 03, 2019",208.80
12,"Jan 02, 2019",213.66
13,"Dec 31, 2018",217.76
14,"Dec 28, 2018",216.03
15,"Dec 27, 2018",214.84
16,"Dec 26, 2018",210.24
17,"Dec 24, 2018",205.76
18,"Dec 21, 2018",213.27
19,"Dec 20, 2018",216.24
20,"Dec 19, 2018",220.16
21,"Dec 18, 2018",219.66
22,"Dec 17, 2018",217.78
23,"Dec 14, 2018",215.31
24,"Dec 13, 2018",217.73
25,"Dec 12, 2018",220.02
26,"Dec 11, 2018",222.70
27,"Dec 10, 2018",230.17
28,"Dec 07, 2018",228.87
29,"Dec 06, 2018",225.44
