,Date,Close
0,"Feb 05, 2019",109.48
1,"Feb 01, 2019",107.20
2,"Jan 31, 2019",104.53
3,"Jan 30, 2019",105.52
4,"Jan 29, 2019",103.59
5,"Jan 28, 2019",104.29
6,"Jan 25, 2019",105.43
7,"Jan 24, 2019",105.16
8,"Jan 23, 2019",105.89
9,"Jan 22, 2019",105.34
10,"Jan 18, 2019",105.84
11,"Jan 17, 2019",104.21
12,"Jan 16, 2019",103.67
13,"Jan 15, 2019",104.71
14,"Jan 14, 2019",103.66
15,"Jan 11, 2019",103.53
16,"Jan 10, 2019",103.83
17,"Jan 09, 2019",102.70
18,"Jan 08, 2019",103.19
19,"Jan 07, 2019",102.42
20,"Jan 04, 2019",101.78
21,"Jan 03, 2019",98.31
22,"Jan 02, 2019",101.43
23,"Dec 31, 2018",102.55
24,"Dec 28, 2018",100.81
25,"Dec 27, 2018",100.82
26,"Dec 26, 2018",99.43
27,"Dec 24, 2018",95.83
28,"Dec 21, 2018",97.85
