,Date,Close
0,"Feb 22, 2019",16.89
1,"Feb 21, 2019",16.68
2,"Feb 20, 2019",17.08
3,"Feb 19, 2019",17.03
4,"Feb 15, 2019",17.08
5,"Feb 14, 2019",16.91
6,"Feb 13, 2019",15.55
7,"Feb 12, 2019",15.45
8,"Feb 11, 2019",15.27
9,"Feb 08, 2019",15.13
10,"Feb 07, 2019",15.27
11,"Feb 06, 2019",15.91
12,"Feb 05, 2019",15.94
13,"Feb 04, 2019",16.15
14,"Feb 01, 2019",16.00
15,"Jan 31, 2019",15.79
16,"Jan 30, 2019",16.02
17,"Jan 29, 2019",15.91
18,"Jan 28, 2019",15.83
19,"Jan 25, 2019",15.90
20,"Jan 24, 2019",15.80
21,"Jan 23, 2019",15.56
22,"Jan 22, 2019",15.69
23,"Jan 18, 2019",16.10
24,"Jan 17, 2019",15.79
25,"Jan 16, 2019",15.54
26,"Jan 15, 2019",15.83
27,"Jan 14, 2019",15.83
28,"Jan 11, 2019",16.11
29,"Jan 10, 2019",16.35
