,Date,Close
0,"Feb 05, 2019",32.025
1,"Feb 01, 2019",32.120
2,"Jan 31, 2019",31.360
3,"Jan 30, 2019",31.570
4,"Jan 29, 2019",30.850
5,"Jan 28, 2019",31.230
6,"Jan 25, 2019",32.100
7,"Jan 24, 2019",31.210
8,"Jan 23, 2019",31.050
9,"Jan 22, 2019",31.260
10,"Jan 18, 2019",32.250
11,"Jan 17, 2019",30.900
12,"Jan 16, 2019",30.360
13,"Jan 15, 2019",30.350
14,"Jan 14, 2019",30.370
15,"Jan 11, 2019",30.700
16,"Jan 10, 2019",30.870
17,"Jan 09, 2019",30.000
18,"Jan 08, 2019",29.200
19,"Jan 07, 2019",28.820
20,"Jan 04, 2019",28.420
21,"Jan 03, 2019",27.130
22,"Jan 02, 2019",27.300
23,"Dec 31, 2018",26.580
24,"Dec 28, 2018",26.460
25,"Dec 27, 2018",26.360
26,"Dec 26, 2018",26.430
27,"Dec 24, 2018",25.140
28,"Dec 21, 2018",25.850
