,Date,Close
0,"Jan 18, 2019",232.08
1,"Jan 17, 2019",221.03
2,"Jan 16, 2019",221.24
3,"Jan 15, 2019",222.85
4,"Jan 14, 2019",215.58
5,"Jan 11, 2019",218.10
6,"Jan 10, 2019",217.96
7,"Jan 09, 2019",216.95
8,"Jan 08, 2019",214.28
9,"Jan 07, 2019",209.92
10,"Jan 04, 2019",202.47
11,"Jan 03, 2019",199.60
12,"Jan 02, 2019",210.55
13,"Dec 31, 2018",210.70
14,"Dec 28, 2018",205.76
15,"Dec 27, 2018",204.83
16,"Dec 26, 2018",200.52
17,"Dec 24, 2018",188.90
18,"Dec 21, 2018",193.17
19,"Dec 20, 2018",197.21
20,"Dec 19, 2018",202.05
21,"Dec 18, 2018",212.09
22,"Dec 17, 2018",210.17
23,"Dec 14, 2018",220.41
24,"Dec 13, 2018",228.71
25,"Dec 12, 2018",231.99
26,"Dec 11, 2018",229.12
27,"Dec 10, 2018",229.77
28,"Dec 07, 2018",225.09
29,"Dec 06, 2018",238.43
