,Date,Close
0,"Feb 05, 2019",105.10
1,"Feb 01, 2019",103.83
2,"Jan 31, 2019",104.88
3,"Jan 30, 2019",103.48
4,"Jan 29, 2019",103.25
5,"Jan 28, 2019",102.87
6,"Jan 25, 2019",101.44
7,"Jan 24, 2019",101.77
8,"Jan 23, 2019",104.19
9,"Jan 22, 2019",104.99
10,"Jan 18, 2019",104.79
11,"Jan 17, 2019",104.18
12,"Jan 16, 2019",103.23
13,"Jan 15, 2019",103.17
14,"Jan 14, 2019",102.63
15,"Jan 11, 2019",102.19
16,"Jan 10, 2019",101.48
17,"Jan 09, 2019",99.68
18,"Jan 08, 2019",99.68
19,"Jan 07, 2019",97.17
20,"Jan 04, 2019",95.88
21,"Jan 03, 2019",94.59
22,"Jan 02, 2019",93.88
23,"Dec 31, 2018",93.49
24,"Dec 28, 2018",93.91
25,"Dec 27, 2018",94.39
26,"Dec 26, 2018",94.78
27,"Dec 24, 2018",93.16
28,"Dec 21, 2018",96.10
