,Date,Close
0,"Feb 22, 2019",127.77
1,"Feb 21, 2019",126.32
2,"Feb 20, 2019",128.43
3,"Feb 19, 2019",128.64
4,"Feb 15, 2019",127.76
5,"Feb 14, 2019",124.13
6,"Feb 13, 2019",124.42
7,"Feb 12, 2019",123.98
8,"Feb 11, 2019",122.72
9,"Feb 08, 2019",122.49
10,"Feb 07, 2019",120.72
11,"Feb 06, 2019",121.36
12,"Feb 05, 2019",120.77
13,"Feb 04, 2019",119.14
14,"Feb 01, 2019",118.98
15,"Jan 31, 2019",118.07
16,"Jan 30, 2019",119.12
17,"Jan 29, 2019",117.84
18,"Jan 28, 2019",115.08
19,"Jan 25, 2019",115.81
20,"Jan 24, 2019",115.56
21,"Jan 23, 2019",117.04
22,"Jan 22, 2019",111.06
23,"Jan 18, 2019",113.90
24,"Jan 17, 2019",112.77
25,"Jan 16, 2019",110.87
26,"Jan 15, 2019",111.06
27,"Jan 14, 2019",110.85
28,"Jan 11, 2019",109.95
29,"Jan 10, 2019",110.41
