,Date,Close
0,"Feb 22, 2019",124.15
1,"Feb 21, 2019",124.91
2,"Feb 20, 2019",126.52
3,"Feb 19, 2019",124.95
4,"Feb 15, 2019",124.15
5,"Feb 14, 2019",120.61
6,"Feb 13, 2019",121.48
7,"Feb 12, 2019",123.15
8,"Feb 11, 2019",121.57
9,"Feb 08, 2019",121.24
10,"Feb 07, 2019",122.84
11,"Feb 06, 2019",122.61
12,"Feb 05, 2019",123.02
13,"Feb 04, 2019",124.63
14,"Feb 01, 2019",122.73
15,"Jan 31, 2019",122.67
16,"Jan 30, 2019",123.66
17,"Jan 29, 2019",124.33
18,"Jan 28, 2019",124.87
19,"Jan 25, 2019",124.92
20,"Jan 24, 2019",123.81
21,"Jan 23, 2019",124.39
22,"Jan 22, 2019",124.58
23,"Jan 18, 2019",125.25
24,"Jan 17, 2019",121.89
25,"Jan 16, 2019",121.21
26,"Jan 15, 2019",121.12
27,"Jan 14, 2019",120.55
28,"Jan 11, 2019",120.05
29,"Jan 10, 2019",119.58
